Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Indoor Cycling","2019-02-11 15:52","2019-02-11 16:22","0:29:57",,"89.17988510200142","92.39807277363673",,,,"156.70599999999985","254.57399999999987",,,"-3.3333333333333144","73"
"Indoor Walking","2019-02-09 15:01","2019-02-09 15:07","0:05:34","0.44285966071352595","92.92788741777001","92.92788741777001","0:12:35","4.7641138653779835","104.68663183366219","33.61699999999997","46.96099999999998",,,"-2.2222222222221717","31"
"Indoor Running","2019-02-09 14:39","2019-02-09 15:01","0:22:32","3.2134796243361197","107.06977898993784","115.42603681906132","0:07:01","8.550864565578513","135.73381335557448","296.3890000000001","347.65200000000016",,,"-2.2222222222221717","31"
"Stair Climbing","2019-02-09 14:06","2019-02-09 14:24","0:18:40",,"119.74849454327855","120.69884328577301",,,,"175.4170000000003","217.9450000000003",,,"-2.7777777777777146","31"
"Other","2019-02-09 13:21","2019-02-09 13:48","0:27:17",,"115.02566801941934","118.27970695970694",,,,"199.53500000000008","288.7000000000001",,,"-2.2222222222221717","31"
"Elliptical","2019-02-09 13:02","2019-02-09 13:08","0:05:20",,"107.75","115",,,,"28.97900000000001","41.649000000000015",,,"-2.2222222222221717","31"
"Indoor Cycling","2019-02-08 13:45","2019-02-08 14:15","0:30:08",,"87.65440056157297","90.99978306980331",,,,"151.04999999999978","251.79399999999984",,,"0.00000000000005684341886080802","78"
"Stair Climbing","2019-02-08 12:59","2019-02-08 13:20","0:21:28",,"110.03852438963986","113.37327200275494",,,,"174.33399999999975","253.9199999999998",,,"0.00000000000005684341886080802","78"
"Indoor Running","2019-02-07 14:35","2019-02-07 15:11","0:35:36","5.195320424487523","111.93664799776232","120.35949868073882","0:06:51","8.753221124239829","138.51000550252905","481.004","590.5910000000001",,,"2.2222222222222854","49"
"Stair Climbing","2019-02-07 13:51","2019-02-07 14:24","0:32:46",,"104.6547273367126","112.2762487183384",,,,"252.3929999999998","326.6009999999999",,,"2.2222222222222854","51"
"Indoor Running","2019-02-06 14:25","2019-02-06 14:49","0:23:33","3.093516370240599","111.46642333907734","124.20673595450535","0:07:37","7.876978777300954","122.60967639160386","293.099","376.12899999999996",,,"2.2222222222222854","33"
"Stair Climbing","2019-02-06 14:05","2019-02-06 14:18","0:12:46",,"115.23365530020376","121.29350107659805",,,,"118.02599999999993","147.30599999999995",,,"2.7777777777778283","33"
"Other","2019-02-06 13:09","2019-02-06 13:49","0:40:04",,"113.39075873008724","121.68429237947122",,,,"293.91999999999996","414.74000000000007",,,"1.6666666666666856","35"
"Indoor Cycling","2019-02-05 12:12","2019-02-05 12:42","0:30:06",,"97.59611078376393","99.45971563981047",,,,"188.79700000000003","287.29800000000006",,,"-1.1111111111110858","34"
"Indoor Running","2019-02-04 13:45","2019-02-04 14:13","0:28:09","3.8864780813040563","120.00458232352798","122.46377325066432","0:07:14","8.278991394705557","136.51076536296273","354.23799999999994","446.75",,,"-4.4444444444444","38"
"Stair Climbing","2019-01-30 13:36","2019-01-30 13:56","0:19:59",,"120.90568971867015","127.39619866697284",,,,"196.37800000000027","272.79900000000026",,,"7.777777777777828","51"
"Other","2019-01-30 12:49","2019-01-30 13:23","0:34:11",,"98.76261226763764","106.05610399765419",,,,"211.47700000000012","288.1210000000002",,,"7.777777777777828","51"
"Outdoor Walking","2019-01-29 16:33","2019-01-29 17:18","0:45:11","3.982635144158616","84.55043029045731","85.98948574755882","0:11:20","5.287396356839574","225.8633938579145","294.356","421.5510000000001","37.54",,"8.333333333333371","45"
"Outdoor Walking","2019-01-28 16:12","2019-01-28 16:58","0:46:08","3.989369625374809","83.56901491997809","86.41902724500837","0:11:34","5.187131571259795","213.89502213844645","279.578","411.26200000000006","37.45",,"8.888888888888914","57"
"Stair Climbing","2019-01-28 15:11","2019-01-28 15:24","0:13:18",,"115.06354916266096","116.9206008583691",,,,"116.56699999999998","177.27100000000002",,,"10.000000000000057","47"
"Other","2019-01-28 14:14","2019-01-28 14:51","0:36:49",,"104.76368761469377","116.1598784894686",,,,"227.98799999999997","340.39400000000006",,,"10.5555555555556","42"
"Stair Climbing","2019-01-27 15:39","2019-01-27 16:12","0:32:49",,"106.76629784723968","118.6235582396911",,,,"251.3989999999999","350.5539999999999",,,"6.111111111111143","82"
"Indoor Cycling","2019-01-27 15:00","2019-01-27 15:31","0:30:33",,"73.70326889860951","74.64660175076229",,,,"86.198","155.12500000000006",,,"6.666666666666686","82"
"Stair Climbing","2019-01-24 12:12","2019-01-24 12:43","0:31:23",,"107.86626818270513","114.87553584626755",,,,"254.2669999999998","353.7049999999998",,,"7.222222222222285","87"
"Rowing","2019-01-24 11:47","2019-01-24 12:00","0:12:22",,"102.84519737200247","102.84519737200247",,,,"86.315","114.53900000000002",,,"7.222222222222285","87"
"Stair Climbing","2019-01-24 11:18","2019-01-24 11:39","0:20:28",,"108.13229199072319","110.75900067531612",,,,"162.87799999999987","209.4379999999999",,,"7.222222222222285","87"
"Stair Climbing","2019-01-23 14:00","2019-01-23 14:35","0:35:03",,"116.08099631093474","128.90357954551376",,,,"333.4789999999999","440.52199999999993",,,"6.666666666666686","87"
"Other","2019-01-23 13:28","2019-01-23 13:55","0:26:50",,"102.08824834069071","106.0106031769495",,,,"155.4290000000001","215.91300000000015",,,"6.666666666666686","87"
"Indoor Running","2019-01-21 14:00","2019-01-21 14:14","0:14:13","2.233116624440707","114.72168957896966","118.31706426040749","0:06:22","9.422944352296474","147.61734216844494","208.06699999999995","265.91799999999995",,,"6.666666666666686","72"
"Stair Climbing","2019-01-21 13:32","2019-01-21 13:50","0:17:49",,"113.82673307327332","118.12925912453015",,,,"161.10700000000006","201.7150000000001",,,"6.111111111111143","74"
"Other","2019-01-21 13:00","2019-01-21 13:18","0:18:41",,"96.95557989270223","97.53655461734066",,,,"113.9830000000001","156.50200000000012",,,"6.111111111111143","74"
"Cross Training","2019-01-20 16:21","2019-01-20 16:27","0:05:54",,"113.71428571428571","120",,,,,"40.86099999999998",,,,
"Indoor Running","2019-01-20 15:54","2019-01-20 16:20","0:25:43","2.8503000000000003","102.54545454545455","127","0:09:01","6.650084251458198","106.91558794572077",,"58.078999999999084",,,,
"Stair Climbing","2019-01-20 15:24","2019-01-20 15:45","0:20:30",,"115.06238248918875","120.71402248232695",,,,"193.649","240.30500000000004",,,"8.333333333333371","68"
"Stair Climbing","2019-01-19 17:42","2019-01-19 17:54","0:11:07",,"100.63766256745997","100.63766256745997",,,,"84.76400000000001","139.051",,,"7.777777777777828","77"
"Indoor Running","2019-01-19 17:05","2019-01-19 17:35","0:30:34","2.9247876721252104","92.59244295931016","97.21863823121252","0:10:27","5.740092778501685","98.26674867749377","247.42899999999997","316.74100000000004",,,"7.777777777777828","81"
"Other","2019-01-19 16:33","2019-01-19 16:54","0:21:40",,"89.61646143824899","92.84545064193556",,,,"123.72300000000011","172.85500000000013",,,"7.777777777777828","81"
"Stair Climbing","2019-01-18 17:53","2019-01-18 18:09","0:15:52",,"107.45245883405424","110.27380700776072",,,,"133.23600000000013","192.19100000000014",,,"9.444444444444457","67"
"Other","2019-01-18 11:16","2019-01-18 11:53","0:36:32",,"78.82341975316169","83.05684367988034",,,,"214.22100000000023","317.8890000000003",,,"8.888888888888914","74"
"Indoor Walking","2019-01-16 15:53","2019-01-16 16:29","0:35:29","4.0524718204336825","105.95055548028841","117.5128602340907","0:08:45","6.851642101520091","114.9284131259176","366.783","475.09700000000004",,,"8.888888888888914","52"
"Stair Climbing","2019-01-16 15:10","2019-01-16 15:32","0:21:58",,"124.52879383070841","129.94838709677418",,,,"228.13599999999988","308.8319999999999",,,"8.888888888888914","54"
"Indoor Cycling","2019-01-16 14:59","2019-01-16 15:03","0:04:40",,"108.48214285714286","125",,,,"35.59699999999998","46.445999999999984",,,"8.888888888888914","53"
"Outdoor Walking","2019-01-15 14:49","2019-01-15 15:35","0:46:19","3.8636566417966387","89.38416775640164","93.9666173205033","0:11:59","5.00425543616391","215.9297020414778","296.74300000000005","422.01700000000017","49.19",,"8.333333333333371","57"
"Other","2019-01-15 13:03","2019-01-15 13:07","0:03:15",,"126.725","137",,,,"33.253000000000014","71.19400000000002",,,"9.444444444444457","52"
"Stair Climbing","2019-01-15 12:45","2019-01-15 13:02","0:16:30",,"126.66776545281971","128.7331002331002",,,,"180.8400000000001","218.37600000000012",,,"8.888888888888914","52"
"Elliptical","2019-01-15 12:22","2019-01-15 12:33","0:11:10",,"120.52195901089581","120.52195901089581",,,,"114.88900000000001","140.42400000000004",,,"8.888888888888914","54"
"Stair Climbing","2019-01-14 14:33","2019-01-14 15:08","0:35:13",,"122.77963099464725","127.55596631249075",,,,"368.446","478.84100000000007",,,"10.000000000000057","56"
"Other","2019-01-14 13:34","2019-01-14 14:08","0:33:47",,"109.45565828804399","114.6890432098765",,,,"238.60800000000003","343.4220000000001",,,"10.000000000000057","56"
"Indoor Cycling","2019-01-13 15:32","2019-01-13 15:55","0:23:09",,"86.99133137881218","90.94773130994889",,,,"114.76399999999998","195.165",,,"11.111111111111143","58"
"Stair Climbing","2019-01-13 14:57","2019-01-13 15:13","0:15:55",,"119.84502518773758","119.9328358208955",,,,"150.0489999999998","213.55099999999982",,,"11.666666666666686","56"
"Other","2019-01-13 13:41","2019-01-13 14:13","0:32:44",,"91.70459277918836","94.30015082956257",,,,"181.9100000000002","286.4690000000003",,,"10.5555555555556","57"
"Indoor Walking","2019-01-11 15:19","2019-01-11 15:48","0:28:45","3.5207669304652955","100.2201695373178","106.85180217937966","0:08:10","7.343475183157617","117.43270993473226","316.5709999999999","408.8349999999999",,,"10.5555555555556","73"
"Stair Climbing","2019-01-11 14:57","2019-01-11 15:13","0:15:29",,"109.86412834126241","111.67172739541161",,,,"126.87799999999973","162.20599999999976",,,"10.5555555555556","72"
"Rowing","2019-01-11 14:28","2019-01-11 14:43","0:14:48",,"96.44540608341174","96.44540608341174",,,,"104.30999999999997","138.006",,,"11.111111111111143","65"
"Stair Climbing","2019-01-11 13:35","2019-01-11 14:08","0:32:52",,"98.21200171127275","105.42492972303161",,,,"220.32599999999994","325.183",,,"11.111111111111143","65"
"Indoor Cycling","2019-01-10 16:30","2019-01-10 17:00","0:30:08",,"77.08130707371218","79.2829495869747",,,,"99.98999999999998","186.854",,,"11.111111111111143","69"
"Indoor Cycling","2019-01-10 16:11","2019-01-10 16:17","0:06:07",,"71.01945806827563","71.01945806827563",,,,"16.504000000000005","30.712000000000014",,,"11.666666666666686","67"
"Indoor Cycling","2019-01-09 14:34","2019-01-09 15:06","0:31:46",,"92.82614768786355","100.57745308835027",,,,"191.9149999999999","292.99899999999997",,,"12.777777777777828","60"
"Other","2019-01-09 13:31","2019-01-09 14:16","0:44:59",,"109.52727581469837","118.41054260112075",,,,"338.16899999999976","469.17199999999985",,,"13.333333333333371","58"
"Indoor Cycling","2019-01-08 14:58","2019-01-08 15:29","0:30:25",,"99.46632440443865","100.57814497885315",,,,"199.87599999999992","301.31999999999994",,,"4.444444444444457","68"
"Stair Climbing","2019-01-08 14:24","2019-01-08 14:51","0:27:16",,"111.3977842420516","125.78540620574222",,,,"223.04499999999985","284.96499999999986",,,"3.888888888888914","70"
"Other","2019-01-08 14:02","2019-01-08 14:16","0:13:59",,"92.1352528947512","92.64988322140901",,,,"80.169","111.71800000000002",,,"4.444444444444457","66"
"Indoor Cycling","2019-01-07 16:55","2019-01-07 17:25","0:29:32",,"94.70453785724969","101.5734588386237",,,,"174.35199999999995","269.15999999999997",,,"3.3333333333333712","71"
"Rowing","2019-01-07 16:24","2019-01-07 16:40","0:16:26",,"110.51133050759876","112.59408958662608",,,,"102.678","140.30900000000003",,,"5.000000000000057","65"
"Stair Climbing","2019-01-07 15:59","2019-01-07 16:18","0:18:32",,"112.67021340804419","113.47714796296182",,,,"155.35900000000015","198.21500000000017",,,"5.000000000000057","63"
"Other","2019-01-05 12:53","2019-01-05 13:47","0:53:40",,"115.88692023010636","124.84302434108437",,,,"409.00799999999987","557.9259999999999",,,"9.444444444444457","65"
"Indoor Walking","2019-01-04 18:31","2019-01-04 19:15","0:44:08","3.3419309650923825","85.82964933738874","89.01479235386914","0:13:12","4.542798417187108","91.43812711772347","244.17900000000003","370.09400000000005",,,"8.888888888888914","74"
"Stair Climbing","2019-01-04 18:02","2019-01-04 18:20","0:17:51",,"110.67762829264758","111.2637213306278",,,,"149.66099999999983","190.26899999999986",,,"10.000000000000057","68"
"Indoor Cycling","2019-01-04 17:22","2019-01-04 17:52","0:30:04",,"84.00308176774875","86.54436032828953",,,,"132.94299999999996","201.104",,,"9.444444444444457","71"
"Stair Climbing","2019-01-02 12:45","2019-01-02 13:01","0:16:05",,"120.25026447786209","121.25454061858804",,,,"155.88899999999975","219.4319999999998",,,"5.5555555555556","65"
"Rowing","2019-01-02 12:16","2019-01-02 12:30","0:14:42",,"109.71996344184059","111.20186335403729",,,,"95.373","128.97400000000002",,,"5.5555555555556","65"
"Indoor Walking","2019-01-01 17:24","2019-01-01 17:46","0:22:51","1.7991891721583089","87.70107321213487","89.38023283378169","0:12:42","4.7242402187866634","92.29780291216346","137.83999999999997","218.40099999999995",,,"2.7777777777778283","76"
"Stair Climbing","2019-01-01 16:43","2019-01-01 16:57","0:14:17",,"121.19923691297032","124.27739726027403",,,,"137.0739999999999","198.1649999999999",,,"5.000000000000057","69"
"Other","2019-01-01 15:50","2019-01-01 16:20","0:29:51",,"104.63321051375995","114.00646262650898",,,,"206.08999999999992","304.269",,,"5.000000000000057","69"
"Indoor Cycling","2018-12-31 17:21","2018-12-31 17:55","0:34:02",,"98.49366623785488","103.51258304384977",,,,"225.25400000000002","331.745",,,"2.2222222222222854","66"
"Stair Climbing","2018-12-31 16:55","2018-12-31 17:10","0:14:02",,"132.3808195599484","136.71201691660355",,,,"156.48899999999998","188.552",,,"2.7777777777778283","64"
"Other","2018-12-31 16:18","2018-12-31 16:46","0:28:30",,"110.15094061893808","113.81268494209984",,,,"183.43399999999997","247.99100000000004",,,"3.3333333333333712","61"
"Indoor Walking","2018-12-29 16:54","2018-12-29 17:09","0:15:41","1.3254011831734678","89.18294372362266","90.26884301488238","0:11:50","5.069871012719438","96.28606594959943","88.79299999999999","154.25599999999997",,,"8.333333333333371","87"
