Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Outdoor Walking","2020-07-14 11:56","2020-07-14 12:48","0:51:53","4.319409798297565","99.12283329108503","106.34364084155628","0:12:00","4.99378978844503","217.1300580466262","304.8229999999999","455.20499999999987","43.89",,"20.5555555555556","56"
"Outdoor Walking","2020-07-13 16:45","2020-07-13 17:34","0:48:53","4.3409304938204585","90.75555586482308","98.21475441634611","0:11:15","5.327651095299078","215.49224121746542","297.85099999999994","437.4660000000001","45.88",,"21.666666666666686","47"
"High Intensity Interval Training","2020-07-13 11:33","2020-07-13 12:00","0:27:19",,"102.3248971650931","107.27139364303176",,,,"219.49399999999997","310.0690000000001",,,"18.888888888888914","60"
"Outdoor Walking","2020-07-12 19:30","2020-07-12 21:09","1:01:14","4.177970219288487","84.40073643887901","91.54323613481561","0:14:39","4.092773747208446","178.91775258402268","284.62699999999995","500.3580000000003","41.17",,"18.888888888888914","54"
"Outdoor Walking","2020-07-12 12:18","2020-07-12 13:14","0:55:51","4.341466978600248","80.90716230160939","83.43710691823902","0:12:52","4.662887876915592","195.84015812782937","298.72999999999996","450.8520000000002","48.44",,"18.888888888888914","56"
"Outdoor Walking","2020-07-11 11:27","2020-07-11 13:17","1:23:26","4.159506094824057","72.07096333952425","83.16681213560032","0:20:03","2.991056553180645","131.97520620389895","320.92999999999995","576.7330000000001","27.86",,"16.666666666666686","70"
"Other","2020-07-10 18:08","2020-07-10 18:31","0:22:58",,"115.44132890065895","121.01450306215938",,,,"186.573","266.69900000000007",,,"21.111111111111143","55"
"Outdoor Walking","2020-07-10 10:57","2020-07-10 12:51","1:52:30","9.0194913622709","84.64065281152166","88.95110410094635","0:12:28","4.809777589826669","203.61593003312973","664.6750000000001","948.2540000000001","108.05",,"17.77777777777783","63"
"Outdoor Walking","2020-07-09 20:33","2020-07-09 21:03","0:30:28","2.303660820880905","91.87227673485532","91.97658589708686","0:13:13","4.5354690701673235","202.27158203677917","148.65400000000005","240.1290000000002","3.27",,"17.222222222222285","69"
"Outdoor Walking","2020-07-09 20:10","2020-07-09 20:22","0:12:11","0.8509914795733057","100.51791044776118","100.51791044776118","0:14:19","4.189216787503227","177.24808112150367","72.277","100.79400000000004","14.22",,"17.77777777777783","68"
"Outdoor Walking","2020-07-09 11:06","2020-07-09 11:56","0:49:42","4.290590518630576","80.29314553846392","82.61434659090908","0:11:35","5.179710050304296","215.01709365342205","306.34200000000004","444.75400000000025","46.06",,"16.111111111111143","86"
"Outdoor Walking","2020-07-07 11:21","2020-07-07 12:14","0:53:01","4.308126930990722","81.15407943407183","92.46745446998395","0:12:18","4.874995196599159","209.55394329382227","314.672","462.79300000000023","46.49",,"16.111111111111143","67"
"Outdoor Walking","2020-07-06 13:06","2020-07-06 14:08","0:56:17","4.386967321460135","76.34082534873157","83.1693869978663","0:12:49","4.675357925667659","193.55736056374323","304.44500000000005","472.59800000000024","50.06",,"19.444444444444457","57"
"Outdoor Walking","2020-07-04 17:46","2020-07-04 17:56","0:10:12","0.6225351042877882","83.06134285905254","83.06134285905254","0:16:23","3.6605324508986334","168.63924521002826","46.62500000000001","75.37100000000004","9.6",,"20.5555555555556","52"
"Outdoor Walking","2020-07-04 14:54","2020-07-04 15:47","0:52:13","4.285051549145952","79.08712453075498","79.73926916294444","0:12:11","4.922905720823477","209.4665202206408","303.51199999999994","443.85000000000014","48.38",,"19.444444444444457","60"
"Outdoor Walking","2020-07-02 15:38","2020-07-02 16:53","0:52:32","4.250746992884204","73.12740389583573","78.09984984984982","0:12:21","4.853727381876331","208.63170630187327","314.19199999999984","497.8390000000006","46.94",,"16.111111111111143","74"
"Outdoor Walking","2020-06-30 16:17","2020-06-30 17:13","0:54:48","4.368568095001858","79.03578397134036","82.38997641189708","0:12:32","4.78166266252723","199.3586550261388","308.42600000000004","460.70600000000024","48.980000000000004",,"17.222222222222285","64"
"Outdoor Walking","2020-06-29 11:24","2020-06-29 13:44","2:13:48","10.818793169431855","77.2793492366741","85.10832025117739","0:12:22","4.851215551451694","205.71803899494793","812.4199999999998","1165.3579999999993","134.71",,"18.888888888888914","67"
"Outdoor Walking","2020-06-28 17:11","2020-06-28 18:03","0:51:28","4.3581758311940355","82.92519311437242","86.40449861319311","0:11:48","5.079836952723893","208.0196787209846","302.741","450.9789999999997","47.550000000000004",,"20.000000000000057","59"
"Outdoor Walking","2020-06-27 18:51","2020-06-27 19:39","0:47:45","3.896871845276095","84.41630657134469","86.74084624470231","0:12:15","4.8959858436548025","211.44034261100208","319.1289999999998","451.67999999999995","25.39",,"16.111111111111143","64"
"Outdoor Walking","2020-06-27 12:34","2020-06-27 13:36","0:58:02","4.311873458472546","71.44919319444747","75.35443037974682","0:13:27","4.456826831412372","177.97982553101608","336.8689999999999","507.8740000000001","48.64",,"16.666666666666686","67"
"Outdoor Walking","2020-06-26 12:39","2020-06-26 13:29","0:50:08","4.06900504608918","79.74589938157666","82.98511904761904","0:12:19","4.8691726040411565","208.1837398060268","315.318","458.36399999999975","48.1",,"21.111111111111143","53"
"Outdoor Walking","2020-06-25 11:22","2020-06-25 13:19","1:55:44","9.189526081408374","81.52096619228207","97.07740916271722","0:12:35","4.763696335913441","213.8817655761954","783.225","1081.7729999999995","186.26",,"19.444444444444457","73"
"Outdoor Walking","2020-06-24 18:54","2020-06-24 20:00","1:05:06","5.155079910344857","89.2538216639075","93.68710541947621","0:12:37","4.750174761717249","209.3818539811861","408.08000000000004","583.8429999999998","51.76",,"21.111111111111143","64"
"Other","2020-06-24 12:43","2020-06-24 13:14","0:31:02",,"89.24628336154835","99.15830046441258",,,,"209.67499999999987","305.81299999999976",,,"20.000000000000057","74"
"Outdoor Walking","2020-06-23 10:57","2020-06-23 13:10","2:03:58","9.023876627968733","72.66201651347349","76.51468877022174","0:13:44","4.367312336611013","191.05920408570827","674.4519999999999","1003.1570000000002","118.69",,"21.666666666666686","63"
"Outdoor Walking","2020-06-22 18:19","2020-06-22 19:43","1:24:47","6.951887689019087","84.3364067386649","86.55727318933961","0:12:11","4.918910249534657","210.46232993183025","508.168","729.0609999999996","84.09",,"23.33333333333337","46"
"Other","2020-06-22 12:42","2020-06-22 12:57","0:15:09",,"81.35824125849238","82.88917988540581",,,,"107.16799999999989","164.70899999999983",,,"21.111111111111143","54"
"Outdoor Walking","2020-06-21 11:02","2020-06-21 11:52","0:49:57","4.290767121265176","88.42357634970772","91.295524691358","0:11:38","5.152622142795933","219.50745884790481","313.141","452.1239999999998","49.19",,"17.222222222222285","67"
"Outdoor Walking","2020-06-20 15:05","2020-06-20 15:58","0:52:38","4.296292137394193","87.31180872414677","97.11864406779661","0:12:15","4.896642869522433","208.9890873843883","296.8110000000001","444.81600000000043","46.9",,"20.000000000000057","73"
"Outdoor Walking","2020-06-18 10:29","2020-06-18 11:48","1:19:01","6.467909212529194","92.04919882410832","114.59785286255872","0:12:13","4.910516639104541","211.08163364109996","466.5420000000001","686.6770000000006","68.44",,"17.222222222222285","67"
"Outdoor Walking","2020-06-17 19:17","2020-06-17 20:12","0:55:10","4.2558786991802044","86.45937165007234","88.00387940799249","0:12:57","4.62810621579315","196.70806726948928","325.754","477.933","48.28",,"18.888888888888914","57"
"Outdoor Walking","2020-06-17 11:11","2020-06-17 12:07","0:43:37","2.962501334243454","96.87031682223582","105.48353312848919","0:14:43","4.074207062655568","186.64995433657816","199.29600000000008","344.7520000000003","20.32",,"17.222222222222285","67"
"Other","2020-06-17 10:40","2020-06-17 11:08","0:28:08",,"102.92464327585527","104.45769230769231",,,,"172.35100000000008","237.55000000000024",,,"16.666666666666686","69"
"Outdoor Walking","2020-06-16 19:06","2020-06-16 19:53","0:47:31","3.6005545650515707","77.21318552972787","80.88207547169814","0:13:12","4.5449089383551025","193.9679948317231","237.187","370.6919999999998",,,"17.222222222222285","55"
"Outdoor Walking","2020-06-16 13:57","2020-06-16 14:47","0:49:58","4.27675138898287","82.4582796359178","84.51489028213163","0:11:41","5.13473070197103","208.7497457077366","300.45700000000005","445.33299999999974","47.62",,"16.666666666666686","61"
"Outdoor Walking","2020-06-15 20:18","2020-06-15 21:18","0:59:15","4.146298162827268","86.9068062630887","92.64926472092122","0:14:17","4.198292165334703","178.10941165773883","290.22499999999997","447.08600000000035","20.35",,"12.222222222222285","91"
"Outdoor Walking","2020-06-14 18:29","2020-06-14 18:55","0:26:20","1.7531830580104142","89.68338341379287","93.28600738613049","0:15:01","3.9927093969841048","189.88849179401674","117.59499999999997","198.95000000000005","15.19",,"16.666666666666686","55"
"Outdoor Walking","2020-06-14 12:13","2020-06-14 13:04","0:51:19","4.344433127539698","87.2643119235453","89.65962441314558","0:11:48","5.07878927661482","214.90452429183043","301.9210000000001","445.21000000000026","45.84",,"14.444444444444457","68"
"Outdoor Walking","2020-06-13 14:40","2020-06-13 15:44","0:56:29","4.395330641969573","98.39245559929579","106.64312736443885","0:12:51","4.667942516186052","197.76032048837985","321.4200000000001","481.6110000000001","47.65",,"16.111111111111143","61"
"Outdoor Walking","2020-06-12 15:59","2020-06-12 16:50","0:51:24","4.4497016240069645","94.23063243787763","98.03565818392333","0:11:33","5.1941796101505435","219.78624884272168","330.3090000000001","465.02700000000027","48.69",,"13.333333333333371","87"
"Outdoor Walking","2020-06-11 14:59","2020-06-11 16:01","0:52:48","4.437821568610147","85.60944867381245","90.37971698113209","0:11:53","5.042451413791798","205.45920280129064","318.04299999999995","471.0110000000001","46.75",,"18.33333333333337","70"
"Outdoor Walking","2020-06-10 17:54","2020-06-10 18:49","0:55:07","3.9212339484989642","93.8724252600924","109.1248336900561","0:14:03","4.267434639368817","192.07555787138728","258.93699999999995","404.98300000000006","21.57",,"20.000000000000057","68"
"Outdoor Walking","2020-06-10 10:35","2020-06-10 11:27","0:52:37","4.477185171296354","99.42559271968393","108.74509921828019","0:11:45","5.1048063184259505","210.3692786811913","383.5569999999999","526.166","49.82",,"16.666666666666686","82"
"Outdoor Walking","2020-06-08 20:27","2020-06-08 21:13","0:45:27","3.331972529398743","92.78905549620134","100.20336399614929","0:13:38","4.398516523670577","203.03669852648508","214.14599999999993","339.00300000000004","16.25",,"13.888888888888914","64"
"Outdoor Walking","2020-06-08 13:01","2020-06-08 13:51","0:49:47","4.196918496277228","80.96080041385166","85.0905511811024","0:11:51","5.057547087943309","209.28187931702954","302.81700000000006","445.7010000000002","48.77",,"16.111111111111143","56"
"Other","2020-06-07 19:43","2020-06-07 20:00","0:17:08",,"112.29733554113005","113.21573267749143",,,,"133.017","201.07500000000002",,,"16.666666666666686","58"
"Outdoor Walking","2020-06-07 14:04","2020-06-07 14:57","0:52:31","4.3296412949198855","83.46143845571491","87.49530700039107","0:12:07","4.9458988441847245","208.8189704650992","317.29200000000003","452.2940000000001","47.44",,"17.222222222222285","54"
"Outdoor Walking","2020-06-06 16:11","2020-06-06 17:03","0:52:17","4.337510886198375","89.43406847336688","91.81785055132272","0:12:03","4.97739910124703","203.93026778108614","341.85499999999996","480.52600000000007","48.07",,"17.222222222222285","57"
"Outdoor Walking","2020-06-04 18:56","2020-06-04 19:44","0:47:35","3.2026623558392746","102.77549244431336","107.9605943019298","0:14:51","4.037928194524588","172.60205123636405","236.52400000000006","363.6510000000002","20.990000000000002",,"17.77777777777783","52"
"Other","2020-06-04 18:31","2020-06-04 18:53","0:22:27",,"109.64113708185428","118.34068278805123",,,,"169.80100000000004","218.90200000000007",,,"18.33333333333337","49"
"Outdoor Walking","2020-06-03 18:58","2020-06-03 19:38","0:40:06","2.984613676519133","89.48872035212204","90.8936927772126","0:13:26","4.465289909980466","194.67311267445217","191.89900000000006","302.51800000000014","18.72",,"16.111111111111143","57"
"Outdoor Walking","2020-06-03 12:25","2020-06-03 13:08","0:42:49","3.8918324601957575","83.17676421149635","83.80441640378552","0:11:00","5.453309716597797","217.73133653767655","251.36999999999998","348.4560000000001","37.050000000000004",,"16.666666666666686","62"
"Outdoor Walking","2020-06-02 17:33","2020-06-02 18:20","0:46:58","3.912501108525321","81.19142741613732","86.17462242423007","0:12:00","4.998085542304562","217.58297089745938","268.989","397.1850000000001","36.11",,"13.333333333333371","75"
"Outdoor Walking","2020-06-01 19:19","2020-06-01 20:16","0:56:21","4.497294677169993","96.21281343602429","99.6109033892172","0:12:31","4.787760474024201","207.07349222104187","356.5079999999999","504.00300000000004","16.11",,"16.666666666666686","53"
"Outdoor Walking","2020-06-01 11:20","2020-06-01 12:12","0:52:06","4.2283501776214685","80.53881568125381","80.53881568125381","0:12:19","4.869018871256366","207.2589194035551","287.96299999999997","422.0440000000001","47.730000000000004",,"15.5555555555556","60"
"Outdoor Walking","2020-05-31 12:55","2020-05-31 13:47","0:50:53","4.248583866945934","80.14694198187208","82.22305707678876","0:11:58","5.008412100718994","208.24179958821455","288.83400000000006","427.4490000000002","45.19",,"15.5555555555556","56"
"Other","2020-05-29 19:27","2020-05-29 19:46","0:19:05",,"99.84784550717185","104.90841114541871",,,,"127.76900000000006","198.6230000000001",,,"19.444444444444457","57"
"Outdoor Walking","2020-05-29 15:24","2020-05-29 16:17","0:52:48","4.294631266562268","89.60436149273924","101.68217054263567","0:12:17","4.879631763835474","204.64659086680697","355.92499999999995","496.55800000000005","50.69",,"21.111111111111143","53"
"Outdoor Walking","2020-05-28 10:44","2020-05-28 11:33","0:49:21","4.255079739010427","80.27608444371606","82.33268482490271","0:11:35","5.173212682654446","212.17983500781443","314.88500000000005","446.9130000000001","50.64",,"21.111111111111143","47"
"Outdoor Walking","2020-05-27 20:31","2020-05-27 21:14","0:42:13","2.956885408604052","85.65430925929076","92.34000290683585","0:14:16","4.201887575794277","176.76758258305125","262.349","379.85800000000006","14.75",,"18.33333333333337","49"
"Outdoor Walking","2020-05-27 13:44","2020-05-27 14:39","0:54:31","4.375774527770467","101.80630857837632","106.39492842817444","0:12:27","4.815690212377276","206.17631120786902","404.175","548.4520000000001","48.82",,"20.5555555555556","45"
"Outdoor Walking","2020-05-26 14:39","2020-05-26 15:32","0:52:49","4.300189832159783","84.4418684306922","87.94951338199515","0:12:17","4.884054662346813","197.91349549989818","322.93299999999994","461.87200000000007","47.92",,"18.33333333333337","50"
"Outdoor Walking","2020-05-25 17:06","2020-05-25 17:59","0:52:52","4.490107484700624","89.49085419339193","93.43101336538926","0:11:46","5.095958660363688","216.8359418735285","332.16699999999986","472.08400000000006","47.12",,"14.444444444444457","86"
"Outdoor Walking","2020-05-24 18:26","2020-05-24 19:22","0:55:57","3.6083644618908877","84.32143020282778","89.53328050713152","0:15:30","3.8685437914615757","177.17226680578455","299.23999999999995","445.3680000000001","29.12",,"17.77777777777783","53"
"Outdoor Walking","2020-05-24 12:47","2020-05-24 13:40","0:52:23","4.313070743657183","79.41604123608452","83.33086084695168","0:12:08","4.9389924256803255","206.07237197717288","287.622","437.0770000000001","48.74",,"16.111111111111143","60"
"Outdoor Walking","2020-05-23 17:53","2020-05-23 18:59","1:05:20","5.242145115089137","91.15828773724719","95.66849529780563","0:12:27","4.813053975783389","207.86587606606452","412.2279999999997","582.6819999999999","39.61",,"16.111111111111143","53"
"Outdoor Walking","2020-05-22 20:06","2020-05-22 20:58","0:51:56","3.7387229654346594","86.96257110534042","104.01911711984877","0:13:53","4.319362983360384","194.34067916529148","300.789","442.8610000000001","25.38",,"13.333333333333371","64"
"Outdoor Walking","2020-05-22 15:35","2020-05-22 16:44","1:09:05","5.148008318136446","83.45281886791618","86.90610328638496","0:13:25","4.470767266580012","194.71227666996148","372.85699999999997","550.9140000000002","57.95",,"14.444444444444457","59"
"Outdoor Walking","2020-05-21 12:55","2020-05-21 13:47","0:52:34","4.354006532361731","78.13158814397912","80.76149605918475","0:12:04","4.968157944844836","210.08711711375847","311.32400000000007","456.67100000000016","49.46",,"13.333333333333371","67"
"Outdoor Walking","2020-05-20 15:00","2020-05-20 15:48","0:47:42","4.006628859329503","86.51059499626683","89.90936282693376","0:11:54","5.039619710227379","220.584669480398","294.855","428.88800000000015","49.08",,"13.888888888888914","73"
"Outdoor Walking","2020-05-19 14:38","2020-05-19 15:31","0:52:46","4.333535452353303","90.35305072745211","94.06650524616626","0:12:10","4.927412664354881","204.630579754143","322.33500000000004","466.8430000000002","48.89",,"17.222222222222285","61"
"Other","2020-05-18 20:03","2020-05-18 20:17","0:13:19",,"111.430160027607","112.28901839945357",,,,"109.10500000000003","169.849",,,"16.666666666666686","60"
"Outdoor Walking","2020-05-18 11:17","2020-05-18 12:15","0:52:41","4.3255896303630434","80.68993533445645","85.07606973058635","0:12:10","4.926079219532464","203.38789539367065","324.76599999999996","479.101","46.75",,"16.111111111111143","70"
"Outdoor Walking","2020-05-17 14:18","2020-05-17 15:16","0:57:26","4.528635669597424","89.99816848082428","93.03637135922328","0:12:40","4.730785600933957","195.06007764240675","328.299","476.53200000000015","50.57",,"17.222222222222285","62"
"Outdoor Walking","2020-05-16 20:06","2020-05-16 20:55","0:48:55","3.250854644564446","103.77621569244175","118.52538943009088","0:15:02","3.987068540684337","177.59705136547745","373.98400000000004","508.85900000000015","28.35",,"14.444444444444457","80"
"Outdoor Walking","2020-05-16 16:10","2020-05-16 16:57","0:47:05","4.132343247368466","98.9040512479265","101.8455495064843","0:11:23","5.2647515922141395","221.35934120699207","311.807","445.3890000000001","50.25",,"15.5555555555556","76"
"Outdoor Walking","2020-05-15 12:31","2020-05-15 14:59","2:18:30","10.254158964659553","91.98139929597434","103.07385524372232","0:13:30","4.442077245927882","200.27009668273706","875.289","1229.4780000000005","220.88",,"15.5555555555556","64"
"Other","2020-05-14 19:49","2020-05-14 19:59","0:09:38",,"177.86599999999999","177.86599999999999",,,,"105.35599999999991","150.53199999999993",,,"15.000000000000057","65"
"Outdoor Walking","2020-05-14 18:28","2020-05-14 19:23","0:55:07","4.404798626028467","91.73956303347609","94.45375012367879","0:12:30","4.793626886700313","202.19088557624323","310.905","459.14800000000014","48.58",,"16.111111111111143","59"
"Outdoor Walking","2020-05-14 12:08","2020-05-14 13:00","0:51:47","4.356878715942614","83.41834347908974","86.64095358077334","0:11:53","5.0465977441180065","205.7578492246257","296.58500000000004","428.93600000000015","49.69",,"15.000000000000057","64"
"Other","2020-05-13 18:46","2020-05-13 19:15","0:28:41",,"95.00122527167069","101.56138662814176",,,,"182.11299999999994","245.58",,,"17.222222222222285","49"
"Outdoor Walking","2020-05-13 12:30","2020-05-13 13:27","0:57:49","4.292011474758387","77.28653022908829","80.81240188383043","0:13:28","4.45380902468253","189.28932787236104","292.658","449.28300000000013","48.27",,"14.444444444444457","71"
"Other","2020-05-12 19:34","2020-05-12 19:47","0:12:59",,"113.36212014280972","113.36212014280972",,,,"114.62199999999996","144.47799999999998",,,"16.111111111111143","72"
"Outdoor Walking","2020-05-12 12:06","2020-05-12 12:59","0:52:58","4.426160590062383","81.16241795092728","85.49498400173212","0:11:58","5.013050549401964","209.15349528656375","300.30199999999996","439.6620000000001","52.08",,"17.222222222222285","70"
"Other","2020-05-11 10:35","2020-05-11 10:54","0:19:10",,"88.7934413415358","89.34394835349649",,,,"109.47800000000007","179.18000000000012",,,"22.222222222222285","39"
"Outdoor Walking","2020-05-11 09:40","2020-05-11 10:31","0:50:23","4.432353412806988","83.66850762282694","85.66556518333579","0:11:22","5.276954535863942","217.33039863719173","314.337","435.5970000000001","52.5",,"20.5555555555556","44"
"Outdoor Walking","2020-05-10 20:21","2020-05-10 21:06","0:44:39","3.93694932167232","98.78059725817836","103.78843787818981","0:11:20","5.288512098433236","220.88782923600795","336.0109999999999","462.626","35.94",,"20.5555555555556","53"
"Outdoor Walking","2020-05-09 17:20","2020-05-09 18:22","1:01:58","5.047213933762163","100.17667739322856","104.58928571428572","0:12:16","4.886231643795625","207.50865331103893","369.63200000000006","538.0970000000002","59.01",,"25.000000000000057","38"
"Outdoor Walking","2020-05-08 10:50","2020-05-08 11:45","0:55:33","4.481441093267873","83.49442135897603","88.40487421383652","0:12:23","4.839065270818797","196.5584651294664","325.80199999999996","477.3330000000001","52.04",,"20.5555555555556","41"
"Outdoor Walking","2020-05-07 13:33","2020-05-07 14:36","1:01:51","4.3428021324761215","84.47178870053877","100.04205069124423","0:14:14","4.211783183768217","178.03931685825597","344.7349999999999","512.4340000000001","50.84",,"17.222222222222285","51"
"Outdoor Walking","2020-05-06 11:14","2020-05-06 12:08","0:54:25","4.272578819302376","81.79299988429194","87.86206896551721","0:12:44","4.709723969100441","202.3092606699232","280.913","429.6040000000001","45.09",,"12.222222222222285","69"
"Outdoor Walking","2020-05-05 12:00","2020-05-05 12:49","0:49:01","4.272530995408073","87.5886763500176","90.83073194377121","0:11:28","5.228187245176824","220.14436260394223","301.96500000000003","441.36700000000013","51",,"17.77777777777783","52"
"Outdoor Walking","2020-04-29 13:23","2020-04-29 14:13","0:50:15","4.27055077305343","84.90078490094612","88.19437305886044","0:11:46","5.097816209788377","209.19989796337856","303.076","443.93900000000014","45.25",,"13.333333333333371","73"
"Other","2020-04-26 15:27","2020-04-26 15:34","0:07:08",,"95.26322603449826","95.26322603449826",,,,"39.95599999999996","56.237999999999985",,,"16.111111111111143","47"
"Outdoor Walking","2020-04-26 14:32","2020-04-26 15:25","0:52:24","4.441515488297679","91.2882292693725","93.78322905692315","0:11:48","5.084642809640021","205.79515556341505","316.70400000000006","435.44200000000023","49.75",,"15.5555555555556","48"
"Outdoor Walking","2020-04-24 12:07","2020-04-24 13:06","0:58:36","4.273099907562137","78.31246758627145","84.41281877897991","0:13:42","4.3747467496582875","181.83766739336784","312.7510000000001","466.2080000000002","49.86",,"14.444444444444457","57"
"Outdoor Walking","2020-04-23 12:50","2020-04-23 13:41","0:51:06","4.290072034817189","87.29740749705468","91.72514204545455","0:11:54","5.036797136390291","211.0303613774642","318.4099999999999","461.821","49.58",,"12.777777777777828","76"
"Other","2020-04-12 11:53","2020-04-12 12:04","0:10:43",,"116.06392463371867","116.06392463371867",,,,"101.09399999999997","154.17",,,"13.888888888888914","20"
"Outdoor Walking","2020-04-08 12:14","2020-04-08 13:06","0:52:04","4.304490810898133","93.24235688498077","99.6244094488189","0:12:05","4.9595621828909175","208.7341664504545","319.46900000000005","457.6750000000002","49.64",,"12.777777777777828","49"
"Outdoor Walking","2020-04-07 17:21","2020-04-07 18:13","0:52:11","4.4865255784904585","101.96411691789855","105.25696725169588","0:11:38","5.157570664908111","215.99691297268836","338.23999999999995","482.00500000000005","50.160000000000004",,"13.333333333333371","41"
"Outdoor Walking","2020-04-06 17:30","2020-04-06 18:24","0:53:43","4.390375422350597","92.29719513543587","97.04542085921727","0:12:14","4.902589968454398","202.97202736501467","312.212","461.75300000000004","46.9",,"13.888888888888914","37"
"Outdoor Walking","2020-04-06 13:11","2020-04-06 14:03","0:52:12","4.323105973898433","96.55465917025346","105.1370926525347","0:12:04","4.968706869563854","211.38455887135572","298.724","428.7760000000001","49",,"11.666666666666686","52"
"Outdoor Walking","2020-04-05 16:16","2020-04-05 17:13","0:57:21","4.3928325421828776","92.42881666311014","98.61636598251894","0:13:03","4.59575581556161","192.62546039252535","400.77199999999993","539.451","46.77",,"11.666666666666686","48"
"Outdoor Walking","2020-04-04 17:42","2020-04-04 18:52","1:09:52","4.765832993526011","84.01673103701974","87.82932848913336","0:14:39","4.092286846838361","173.71050038640797","419.532","599.7750000000001","55",,"10.5555555555556","44"
"Outdoor Walking","2020-04-02 14:23","2020-04-02 15:39","1:16:28","4.729066064087674","88.54584916489637","91.81365131973965","0:16:10","3.710631280074856","158.03505733732774","378.3589999999999","569.5590000000001","49.99",,"6.666666666666686","68"
"Outdoor Walking","2020-04-01 14:11","2020-04-01 15:11","0:59:35","4.352355968567077","91.70268622727026","98.87607166965054","0:13:41","4.382346857520607","183.59028841898927","351.15000000000003","510.62800000000016","49.82",,"9.444444444444457","40"
"Other","2020-03-29 19:24","2020-03-29 19:41","0:16:53",,"106.25869297488556","106.92024416401217",,,,"124.02999999999992","162.62799999999996",,,"10.5555555555556","66"
"Outdoor Walking","2020-03-25 14:10","2020-03-25 15:02","0:51:35","3.7303264591275824","93.48754969420187","103","0:13:49","4.338768859228864","184.92299893620108","298.173","440.49599999999987","21.990000000000002",,"9.444444444444457","57"
"Outdoor Walking","2020-03-25 11:46","2020-03-25 12:22","0:35:38","1.8373135461248458","82.17385617293161","91.39070507210077","0:19:23","3.092845273921667","120.26232739523675","147.8260000000001","259.25000000000017","30.43",,"7.777777777777828","76"
"Outdoor Walking","2020-03-24 18:51","2020-03-24 19:46","0:54:58","4.023686945097521","94.45418215252475","97.17847784948323","0:13:39","4.39115528882654","96.64984711070157","288.67000000000013","435.4780000000003","22.67",,"6.666666666666686","81"
"Outdoor Walking","2020-03-23 13:31","2020-03-23 14:19","0:47:35","4.154600998378824","83.86887436534543","88.32958766326644","0:11:27","5.23812966775102","214.96546325619062","284.974","422.2660000000001","42.35",,"9.444444444444457","60"
"Other","2020-03-21 19:35","2020-03-21 19:53","0:18:08",,"116.72921876161921","121.95632195787361",,,,"157.237","219.27300000000002",,,"8.333333333333371","70"
"Outdoor Walking","2020-03-21 16:07","2020-03-21 17:16","1:08:39","4.3485953111615965","92.48595228224488","99.36176932818512","0:15:47","3.8006608371822437","155.48004333468702","346.34000000000015","516.9620000000002","50.88",,"12.777777777777828","54"
"Outdoor Walking","2020-03-20 12:48","2020-03-20 13:45","0:57:16","4.347050118313171","83.91088238962926","88.9536884215024","0:13:10","4.553621068977114","192.72362446039475","305.795","464.12900000000013","50.17",,"11.666666666666686","63"
"Outdoor Walking","2020-03-18 18:05","2020-03-18 19:01","0:55:28","4.33334620201122","88.34410679138989","92.24856627541865","0:12:48","4.686571525195279","200.10767540525345","314.9540000000001","460.69800000000026","48.44",,"12.222222222222285","51"
"Other","2020-03-17 17:32","2020-03-17 17:58","0:25:38",,"132.8967579529511","137.18863926474347",,,,"304.65499999999986","393.29899999999986",,,,
"Outdoor Walking","2020-03-17 14:18","2020-03-17 15:06","0:47:45","4.2683789019196485","88.09942608207311","92.8620309050772","0:11:11","5.3618464499468885","225.8704979674275","304.363","432.6990000000002","49.96",,"10.000000000000057","47"
"Outdoor Walking","2020-03-16 16:37","2020-03-16 17:29","0:52:09","4.446672645159066","88.44262244376891","93.92879499217524","0:11:43","5.114648712177652","211.36272476913788","341.8730000000001","484.6310000000002","52.86",,"11.666666666666686","31"
"Outdoor Walking","2020-03-09 16:31","2020-03-09 16:42","0:11:36","0.6626367610027082","74.2323934792968","75.71153846153847","0:17:31","3.4244701578638197","162.08309067476097","62.040000000000006","114.42100000000003","6.5200000000000005",,"25.5555555555556","65"
"Other","2020-02-28 12:09","2020-02-28 12:35","0:25:28",,"102.86565628166174","105.37017806659043",,,,"153.64200000000008","240.61500000000012",,,"8.333333333333371","76"
"Indoor Cycling","2020-02-27 13:19","2020-02-27 13:33","0:13:24",,"103.0076203939565","103.4865326539417",,,,"101.27799999999996","160.36599999999999",,,"11.666666666666686","66"
"Other","2020-02-27 12:17","2020-02-27 12:51","0:34:00",,"112.09087975251586","127.37020433644233",,,,"273.0110000000001","377.78200000000015",,,"10.000000000000057","74"
"Elliptical","2020-02-27 11:29","2020-02-27 11:44","0:14:49",,"90.18620108223737","92.57230769230769",,,,"101.27800000000008","165.3000000000001",,,"9.444444444444457","77"
"Elliptical","2020-02-25 13:29","2020-02-25 13:44","0:15:30",,"100.61986468632138","104.0551450449163",,,,"110.37600000000002","173.57100000000003",,,"6.666666666666686","65"
"Other","2020-02-25 12:18","2020-02-25 12:53","0:35:06",,"111.23596843533801","116.49686126804772",,,,"244.971","354.6690000000001",,,"6.111111111111143","66"
